destination_continent,destination_name,origin_name,population,destination_lat,destination_lon,origin_lat,origin_lon
Asia,Kyrgyzstan,Germany,"1,820",41,75,51.5,10.5
Asia,Kyrgyzstan,Kazakhstan,"12,940",41,75,48,68
Asia,Kyrgyzstan,Latvia,902,41,75,57,25
Asia,Kyrgyzstan,Lithuania,"2,649",41,75,56,24
Asia,Kyrgyzstan,Poland,"3,212",41,75,52,20
Asia,Kyrgyzstan,Republic of Korea,233,41,75,37,127.5
Asia,Kyrgyzstan,Republic of Moldova,"2,660",41,75,47,29
Asia,Kyrgyzstan,Romania,482,41,75,46,25
Asia,Kyrgyzstan,Russian Federation,"111,753",41,75,60,100
Asia,Kyrgyzstan,Tajikistan,"2,205",41,75,39,71
Asia,Kyrgyzstan,Turkey,"1,051",41,75,39.059012,34.911546
Asia,Kyrgyzstan,Turkmenistan,"1,001",41,75,40,60
Asia,Kyrgyzstan,Ukraine,"26,771",41,75,49,32
Asia,Kyrgyzstan,Uzbekistan,"9,183",41,75,41.707542,63.84911
Asia,Kyrgyzstan,Viet Nam,107,41,75,16.166667,107.833333
Asia,Tajikistan,Afghanistan,"7,587",39,71,33,66
Asia,Tajikistan,Algeria,134,39,71,28,3
Asia,Tajikistan,Armenia,200,39,71,40,45
Asia,Tajikistan,Austria,66,39,71,47.333333,13.333333
Asia,Tajikistan,Azerbaijan,175,39,71,40.5,47.5
Asia,Tajikistan,Belarus,703,39,71,53,28
Asia,Tajikistan,Brunei Darussalam,24,39,71,4.5,114.666667
Asia,Tajikistan,Cape Verde,51,39,71,16,-24
Asia,Tajikistan,China,49,39,71,35,105
Asia,Tajikistan,Democratic Peoples Republic of Korea ,162,39,71,40,127
Asia,Tajikistan,Denmark,135,39,71,56,10
Asia,Tajikistan,Georgia,687,39,71,41.999981,43.499905
Asia,Tajikistan,Germany,139,39,71,51.5,10.5
Asia,Tajikistan,India,639,39,71,20,77
Asia,Tajikistan,Islamic Republic of Iran,"1,238",39,71,32,53
Asia,Tajikistan,Iraq,65,39,71,33,44
Asia,Tajikistan,Kazakhstan,868,39,71,48,68
Asia,Tajikistan,Kyrgyzstan,"11,667",39,71,41,75
Asia,Tajikistan,Netherlands,52,39,71,52.5,5.75
Asia,Tajikistan,New Zealand,113,39,71,-42,174
Asia,Tajikistan,Niger,26,39,71,16,8
Asia,Tajikistan,Oman,37,39,71,21,57
Asia,Tajikistan,Pakistan,154,39,71,30,70
Asia,Tajikistan,Poland,38,39,71,52,20
Asia,Tajikistan,Republic of Moldova,814,39,71,47,29
Asia,Tajikistan,Russian Federation,"237,935",39,71,60,100
Asia,Tajikistan,Switzerland,54,39,71,47,8
Asia,Tajikistan,Turkey,803,39,71,39.059012,34.911546
Asia,Tajikistan,Turkmenistan,462,39,71,40,60
Asia,Tajikistan,Ukraine,"1,250",39,71,49,32
Asia,Tajikistan,United Kingdom,325,39,71,54,-4
Asia,Tajikistan,United States,283,39,71,39.828175,-98.5795
Asia,Tajikistan,Virgin Islands US,23,39,71,18.3482891,-64.9834807
Asia,Tajikistan,Uzbekistan,"7,798",39,71,41.707542,63.84911
Asia,Tajikistan,Zambia,24,39,71,-15,30
Asia,Turkmenistan,Armenia,"7,009",40,60,40,45
Asia,Turkmenistan,Azerbaijan,"7,636",40,60,40.5,47.5
Asia,Turkmenistan,Belarus,"3,868",40,60,53,28
Asia,Turkmenistan,Germany,"1,858",40,60,51.5,10.5
Asia,Turkmenistan,Islamic Republic of Iran,"3,204",40,60,32,53
Asia,Turkmenistan,Kazakhstan,"18,152",40,60,48,68
Asia,Turkmenistan,Russian Federation,"62,351",40,60,60,100
Asia,Turkmenistan,Ukraine,"4,822",40,60,49,32
Asia,Turkmenistan,Uzbekistan,"84,960",40,60,41.707542,63.84911
Asia,Uzbekistan,Armenia,"5,870",41.707542,63.84911,40,45
Asia,Uzbekistan,Azerbaijan,"20,357",41.707542,63.84911,40.5,47.5
Asia,Uzbekistan,Belarus,"26,532",41.707542,63.84911,53,28
Asia,Uzbekistan,Germany,"8,610",41.707542,63.84911,51.5,10.5
Asia,Uzbekistan,Kazakhstan,"13,194",41.707542,63.84911,48,68
Asia,Uzbekistan,Kyrgyzstan,"4,894",41.707542,63.84911,41,75
Asia,Uzbekistan,Russian Federation,"877,690",41.707542,63.84911,60,100
Asia,Uzbekistan,Tajikistan,"11,496",41.707542,63.84911,39,71
Asia,Uzbekistan,Turkmenistan,763,41.707542,63.84911,40,60
Asia,Uzbekistan,Ukraine,"124,602",41.707542,63.84911,49,32
Asia,China,Australia,"5,227",35,105,-25,135
Asia,China,Bangladesh,"4,018",35,105,24,90
Asia,China,Brazil,"74,289",35,105,-10,-55
Asia,China,Cape Verde,"8,629",35,105,16,-24
Asia,China,Hong Kong,"270,252",35,105,22.25,114.166667
Asia,China,Macao,"24,399",35,105,22.157778,113.559722
Asia,China,India,"8,968",35,105,20,77
Asia,China,Indonesia,"39,736",35,105,-5,120
Asia,China,Japan,"6,826",35,105,36,138
Asia,China,Malaysia,"6,130",35,105,2.5,112.5
Asia,China,Pakistan,"4,404",35,105,30,70
Asia,China,Peru,"13,483",35,105,-10,-76
Asia,China,Philippines,"73,070",35,105,13,122
Asia,China,Republic of Korea,"186,786",35,105,37,127.5
Asia,China,Russian Federation,"2,963",35,105,60,100
Asia,China,Sri Lanka,"5,435",35,105,7,81
Asia,China,Thailand,"15,192",35,105,15,100
Asia,China,United Kingdom,"9,108",35,105,54,-4
Asia,China,United States,"26,777",35,105,39.828175,-98.5795
Asia,China,Viet Nam,"28,095",35,105,16.166667,107.833333
Asia,Hong Kong,Australia,"9,091",22.25,114.166667,-25,135
Asia,Hong Kong,Bangladesh,444,22.25,114.166667,24,90
Asia,Hong Kong,Cape Verde,"14,660",22.25,114.166667,16,-24
Asia,Hong Kong,China,"2,307,783",22.25,114.166667,35,105
Asia,Hong Kong,Macao,"71,305",22.25,114.166667,22.157778,113.559722
Asia,Hong Kong,France,"2,194",22.25,114.166667,46,2
Asia,Hong Kong,Germany,"1,973",22.25,114.166667,51.5,10.5
Asia,Hong Kong,India,"18,004",22.25,114.166667,20,77
Asia,Hong Kong,Indonesia,"134,593",22.25,114.166667,-5,120
Asia,Hong Kong,Ireland,695,22.25,114.166667,53,-8
Asia,Hong Kong,Italy,642,22.25,114.166667,42.833333,12.833333
Asia,Hong Kong,Japan,"14,185",22.25,114.166667,36,138
Asia,Hong Kong,Malaysia,"15,273",22.25,114.166667,2.5,112.5
Asia,Hong Kong,Nepal,"9,334",22.25,114.166667,28,84
Asia,Hong Kong,Netherlands,"1,020",22.25,114.166667,52.5,5.75
Asia,Hong Kong,New Zealand,"2,247",22.25,114.166667,-42,174
Asia,Hong Kong,Pakistan,"7,554",22.25,114.166667,30,70
Asia,Hong Kong,Philippines,"117,914",22.25,114.166667,13,122
Asia,Hong Kong,Portugal,109,22.25,114.166667,39.5,-8
Asia,Hong Kong,Republic of Korea,"4,832",22.25,114.166667,37,127.5
Asia,Hong Kong,Russian Federation,88,22.25,114.166667,60,100
Asia,Hong Kong,Singapore,"9,879",22.25,114.166667,1.366667,103.8
Asia,Hong Kong,Spain,401,22.25,114.166667,40,-4
Asia,Hong Kong,Sri Lanka,782,22.25,114.166667,7,81
Asia,Hong Kong,Switzerland,726,22.25,114.166667,47,8
Asia,Hong Kong,Thailand,"19,192",22.25,114.166667,15,100
Asia,Hong Kong,United Kingdom,"17,666",22.25,114.166667,54,-4
Asia,Hong Kong,United States,"13,250",22.25,114.166667,39.828175,-98.5795
Asia,Hong Kong,Viet Nam,"10,930",22.25,114.166667,16.166667,107.833333
Asia,Macao,China,"281,611",22.157778,113.559722,35,105
Asia,Macao,Hong Kong,"22,111",22.157778,113.559722,22.25,114.166667
Asia,Macao,Philippines,"11,864",22.157778,113.559722,13,122
Asia,Macao,Portugal,"1,566",22.157778,113.559722,39.5,-8
Asia,Macao,Thailand,961,22.157778,113.559722,15,100
Asia,Democratic Peoples Republic of Korea ,Australia,202,40,127,-25,135
Asia,Democratic Peoples Republic of Korea ,Bangladesh,152,40,127,24,90
Asia,Democratic Peoples Republic of Korea ,Brazil,"2,780",40,127,-10,-55
Asia,Democratic Peoples Republic of Korea ,Cape Verde,331,40,127,16,-24
Asia,Democratic Peoples Republic of Korea ,China,"28,594",40,127,35,105
Asia,Democratic Peoples Republic of Korea ,Hong Kong,164,40,127,22.25,114.166667
Asia,Democratic Peoples Republic of Korea ,India,363,40,127,20,77
Asia,Democratic Peoples Republic of Korea ,Indonesia,"1,414",40,127,-5,120
Asia,Democratic Peoples Republic of Korea ,Japan,210,40,127,36,138
Asia,Democratic Peoples Republic of Korea ,Malaysia,196,40,127,2.5,112.5
Asia,Democratic Peoples Republic of Korea ,Pakistan,170,40,127,30,70
Asia,Democratic Peoples Republic of Korea ,Peru,522,40,127,-10,-76
Asia,Democratic Peoples Republic of Korea ,Philippines,"2,925",40,127,13,122
Asia,Democratic Peoples Republic of Korea ,Republic of Korea,"5,358",40,127,37,127.5
Asia,Democratic Peoples Republic of Korea ,Russian Federation,145,40,127,60,100
Asia,Democratic Peoples Republic of Korea ,Sri Lanka,153,40,127,7,81
Asia,Democratic Peoples Republic of Korea ,Thailand,563,40,127,15,100
Asia,Democratic Peoples Republic of Korea ,United Kingdom,304,40,127,54,-4
Asia,Democratic Peoples Republic of Korea ,United States,"1,028",40,127,39.828175,-98.5795
Asia,Democratic Peoples Republic of Korea ,Viet Nam,751,40,127,16.166667,107.833333
Asia,Japan,Argentina,"2,678",36,138,-34,-64
Asia,Japan,Australia,"9,062",36,138,-25,135
Asia,Japan,Austria,502,36,138,47.333333,13.333333
Asia,Japan,Bangladesh,"8,869",36,138,24,90
Asia,Japan,Belgium,628,36,138,50.833333,4
Asia,Japan,Brazil,"182,227",36,138,-10,-55
Asia,Japan,Cameroon,"3,098",36,138,6,12
Asia,Japan,Cape Verde,"9,072",36,138,16,-24
Asia,Japan,China,"652,413",36,138,35,105
Asia,Japan,Denmark,526,36,138,56,10
Asia,Japan,Egypt,"1,545",36,138,27,30
Asia,Japan,Finland,621,36,138,64,26
Asia,Japan,France,"8,924",36,138,46,2
Asia,Japan,Germany,"5,576",36,138,51.5,10.5
Asia,Japan,Ghana,"1,844",36,138,8,-2
Asia,Japan,India,"22,641",36,138,20,77
Asia,Japan,Indonesia,"27,354",36,138,-5,120
Asia,Japan,Islamic Republic of Iran,"3,992",36,138,32,53
Asia,Japan,Ireland,"1,044",36,138,53,-8
Asia,Japan,Italy,"2,934",36,138,42.833333,12.833333
Asia,Japan,Malaysia,"8,012",36,138,2.5,112.5
Asia,Japan,Mexico,"1,937",36,138,23,-102
Asia,Japan,Netherlands,958,36,138,52.5,5.75
Asia,Japan,New Zealand,"3,125",36,138,-42,174
Asia,Japan,Nigeria,"2,466",36,138,10,8
Asia,Japan,Norway,418,36,138,62,10
Asia,Japan,Pakistan,"11,178",36,138,30,70
Asia,Japan,Peru,"48,837",36,138,-10,-76
Asia,Japan,Philippines,"210,243",36,138,13,122
Asia,Japan,Poland,"1,093",36,138,52,20
Asia,Japan,Portugal,428,36,138,39.5,-8
Asia,Japan,Republic of Korea,"522,486",36,138,37,127.5
Asia,Japan,Russian Federation,"7,549",36,138,60,100
Asia,Japan,Singapore,"2,238",36,138,1.366667,103.8
Asia,Japan,Spain,"2,068",36,138,40,-4
Asia,Japan,Sri Lanka,"9,240",36,138,7,81
Asia,Japan,Sweden,"1,736",36,138,62,15
Asia,Japan,Switzerland,971,36,138,47,8
Asia,Japan,Thailand,"41,422",36,138,15,100
Asia,Japan,United Kingdom,"14,959",36,138,54,-4
Asia,Japan,United States,"50,243",36,138,39.828175,-98.5795
Asia,Japan,Viet Nam,"72,620",36,138,16.166667,107.833333
Asia,Mongolia,Australia,208,46,105,-25,135
Asia,Mongolia,Austria,15,46,105,47.333333,13.333333
Asia,Mongolia,Bulgaria,15,46,105,43,25
Asia,Mongolia,Cape Verde,133,46,105,16,-24
Asia,Mongolia,China,"9,373",46,105,35,105
Asia,Mongolia,Congo,16,46,105,-1,15
Asia,Mongolia,Democratic Peoples Republic of Korea ,561,46,105,40,127
Asia,Mongolia,Finland,4,46,105,64,26
Asia,Mongolia,France,73,46,105,46,2
Asia,Mongolia,Germany,162,46,105,51.5,10.5
Asia,Mongolia,Hungary,10,46,105,47,20
Asia,Mongolia,India,98,46,105,20,77
Asia,Mongolia,Ireland,8,46,105,53,-8
Asia,Mongolia,Italy,19,46,105,42.833333,12.833333
Asia,Mongolia,Japan,369,46,105,36,138
Asia,Mongolia,Kazakhstan,187,46,105,48,68
Asia,Mongolia,Lao Peoples Democratic Republic,1,46,105,18,105
Asia,Mongolia,Pakistan,19,46,105,30,70
Asia,Mongolia,Philippines,152,46,105,13,122
Asia,Mongolia,Poland,12,46,105,52,20
Asia,Mongolia,Republic of Korea,"1,643",46,105,37,127.5
Asia,Mongolia,Russian Federation,"2,670",46,105,60,100
Asia,Mongolia,Slovakia,4,46,105,48.666667,19.5
Asia,Mongolia,Switzerland,19,46,105,47,8
Asia,Mongolia,The former Yugoslav Republic of Macedonia  ,4,46,105,41.833333,22
Asia,Mongolia,Turkey,198,46,105,39.059012,34.911546
Asia,Mongolia,United Kingdom,87,46,105,54,-4
Asia,Mongolia,United States,709,46,105,39.828175,-98.5795
Asia,Mongolia,Uruguay,1,46,105,-33,-56
Asia,Mongolia,Viet Nam,246,46,105,16.166667,107.833333
Asia,Republic of Korea,Australia,"4,082",37,127.5,-25,135
Asia,Republic of Korea,Bangladesh,"13,733",37,127.5,24,90
Asia,Republic of Korea,Cameroon,"30,705",37,127.5,6,12
Asia,Republic of Korea,Cape Verde,"14,153",37,127.5,16,-24
Asia,Republic of Korea,China,"750,639",37,127.5,35,105
Asia,Republic of Korea,France,"1,899",37,127.5,46,2
Asia,Republic of Korea,Germany,"1,465",37,127.5,51.5,10.5
Asia,Republic of Korea,India,"7,004",37,127.5,20,77
Asia,Republic of Korea,Indonesia,"33,340",37,127.5,-5,120
Asia,Republic of Korea,Japan,"23,912",37,127.5,36,138
Asia,Republic of Korea,Kazakhstan,"2,065",37,127.5,48,68
Asia,Republic of Korea,Kyrgyzstan,"2,747",37,127.5,41,75
Asia,Republic of Korea,Malaysia,"1,600",37,127.5,2.5,112.5
Asia,Republic of Korea,Mongolia,"18,407",37,127.5,46,105
Asia,Republic of Korea,Myanmar,"11,514",37,127.5,22,98
Asia,Republic of Korea,Nepal,"13,573",37,127.5,28,84
Asia,Republic of Korea,New Zealand,"1,810",37,127.5,-42,174
Asia,Republic of Korea,Nigeria,"1,214",37,127.5,10,8
Asia,Republic of Korea,Pakistan,"12,276",37,127.5,30,70
Asia,Republic of Korea,Philippines,"38,835",37,127.5,13,122
Asia,Republic of Korea,Russian Federation,"8,702",37,127.5,60,100
Asia,Republic of Korea,South Africa,"1,574",37,127.5,-30,26
Asia,Republic of Korea,Sri Lanka,"25,605",37,127.5,7,81
Asia,Republic of Korea,Thailand,"26,225",37,127.5,15,100
Asia,Republic of Korea,United Kingdom,"3,906",37,127.5,54,-4
Asia,Republic of Korea,United States,"68,784",37,127.5,39.828175,-98.5795
Asia,Republic of Korea,Uzbekistan,"49,862",37,127.5,41.707542,63.84911
Asia,Republic of Korea,Viet Nam,"113,998",37,127.5,16.166667,107.833333
Asia,Brunei Darussalam,Australia,515,4.5,114.666667,-25,135
Asia,Brunei Darussalam,Bangladesh,"1,234",4.5,114.666667,24,90
Asia,Brunei Darussalam,China,"2,055",4.5,114.666667,35,105
Asia,Brunei Darussalam,Hong Kong,515,4.5,114.666667,22.25,114.166667
Asia,Brunei Darussalam,India,"3,081",4.5,114.666667,20,77
Asia,Brunei Darussalam,Indonesia,"6,165",4.5,114.666667,-5,120
Asia,Brunei Darussalam,Japan,204,4.5,114.666667,36,138
Asia,Brunei Darussalam,Malaysia,"48,285",4.5,114.666667,2.5,112.5
Asia,Brunei Darussalam,Nepal,"5,344",4.5,114.666667,28,84
Asia,Brunei Darussalam,Netherlands,307,4.5,114.666667,52.5,5.75
Asia,Brunei Darussalam,New Zealand,204,4.5,114.666667,-42,174
Asia,Brunei Darussalam,Pakistan,821,4.5,114.666667,30,70
Asia,Brunei Darussalam,Philippines,"13,457",4.5,114.666667,13,122
Asia,Brunei Darussalam,Republic of Korea,153,4.5,114.666667,37,127.5
Asia,Brunei Darussalam,Singapore,"1,541",4.5,114.666667,1.366667,103.8
Asia,Brunei Darussalam,Sri Lanka,"1,234",4.5,114.666667,7,81
Asia,Brunei Darussalam,Thailand,"14,384",4.5,114.666667,15,100
Asia,Brunei Darussalam,United Kingdom,"2,055",4.5,114.666667,54,-4
Asia,Brunei Darussalam,United States,153,4.5,114.666667,39.828175,-98.5795
Asia,Cambodia,Australia,116,13,105,-25,135
Asia,Cambodia,Cape Verde,42,13,105,16,-24
Asia,Cambodia,China,"1,518",13,105,35,105
Asia,Cambodia,Hong Kong,116,13,105,22.25,114.166667
Asia,Cambodia,Democratic Peoples Republic of Korea ,42,13,105,40,127
Asia,Cambodia,France,275,13,105,46,2
Asia,Cambodia,Germany,38,13,105,51.5,10.5
Asia,Cambodia,India,95,13,105,20,77
Asia,Cambodia,Indonesia,105,13,105,-5,120
Asia,Cambodia,Italy,15,13,105,42.833333,12.833333
Asia,Cambodia,Japan,125,13,105,36,138
Asia,Cambodia,Lao Peoples Democratic Republic,260,13,105,18,105
Asia,Cambodia,Malaysia,172,13,105,2.5,112.5
Asia,Cambodia,Myanmar,52,13,105,22,98
Asia,Cambodia,Nepal,45,13,105,28,84
Asia,Cambodia,Netherlands,30,13,105,52.5,5.75
Asia,Cambodia,Pakistan,41,13,105,30,70
Asia,Cambodia,Philippines,152,13,105,13,122
Asia,Cambodia,Republic of Korea,56,13,105,37,127.5
Asia,Cambodia,Russian Federation,30,13,105,60,100
Asia,Cambodia,Singapore,123,13,105,1.366667,103.8
Asia,Cambodia,Sri Lanka,47,13,105,7,81
Asia,Cambodia,Thailand,"30,806",13,105,15,100
Asia,Cambodia,United Kingdom,92,13,105,54,-4
Asia,Cambodia,United States,195,13,105,39.828175,-98.5795
Asia,Cambodia,Viet Nam,"36,436",13,105,16.166667,107.833333
Asia,Indonesia,Australia,"10,547",-5,120,-25,135
Asia,Indonesia,Cape Verde,"2,086",-5,120,16,-24
Asia,Indonesia,China,"70,319",-5,120,35,105
Asia,Indonesia,India,"11,648",-5,120,20,77
Asia,Indonesia,Japan,"18,391",-5,120,36,138
Asia,Indonesia,Jordan,"11,648",-5,120,31,36
Asia,Indonesia,Libya,"2,201",-5,120,25,17
Asia,Indonesia,Malaysia,"2,201",-5,120,2.5,112.5
Asia,Indonesia,Netherlands,"6,760",-5,120,52.5,5.75
Asia,Indonesia,Pakistan,"7,998",-5,120,30,70
Asia,Indonesia,Philippines,"3,915",-5,120,13,122
Asia,Indonesia,Republic of Korea,"31,064",-5,120,37,127.5
Asia,Indonesia,Saudi Arabia,"2,201",-5,120,25,45
Asia,Indonesia,Singapore,"21,907",-5,120,1.366667,103.8
Asia,Indonesia,Syrian Arab Republic,"2,201",-5,120,35,38
Asia,Indonesia,Thailand,"21,907",-5,120,15,100
Asia,Indonesia,Timor-Leste,"21,907",-5,120,-8.833333,125.75
Asia,Indonesia,United Kingdom,"30,446",-5,120,54,-4
Asia,Indonesia,United States,"11,746",-5,120,39.828175,-98.5795
Asia,Lao Peoples Democratic Republic,Australia,17,18,105,-25,135
Asia,Lao Peoples Democratic Republic,Cameroon,"1,231",18,105,6,12
Asia,Lao Peoples Democratic Republic,China,"3,114",18,105,35,105
Asia,Lao Peoples Democratic Republic,Myanmar,249,18,105,22,98
Asia,Lao Peoples Democratic Republic,Thailand,"1,688",18,105,15,100
Asia,Lao Peoples Democratic Republic,Viet Nam,"11,634",18,105,16.166667,107.833333
Asia,Malaysia,Afghanistan,498,2.5,112.5,33,66
Asia,Malaysia,Australia,"5,310",2.5,112.5,-25,135
Asia,Malaysia,Bangladesh,"358,432",2.5,112.5,24,90
Asia,Malaysia,Brunei Darussalam,"6,083",2.5,112.5,4.5,114.666667
Asia,Malaysia,Cameroon,"14,127",2.5,112.5,6,12
Asia,Malaysia,China,"10,368",2.5,112.5,35,105
Asia,Malaysia,India,"132,699",2.5,112.5,20,77
Asia,Malaysia,Indonesia,"1,070,433",2.5,112.5,-5,120
Asia,Malaysia,Iraq,578,2.5,112.5,33,44
Asia,Malaysia,Japan,"16,450",2.5,112.5,36,138
Asia,Malaysia,Myanmar,"252,292",2.5,112.5,22,98
Asia,Malaysia,Nepal,"205,021",2.5,112.5,28,84
Asia,Malaysia,New Zealand,"2,141",2.5,112.5,-42,174
Asia,Malaysia,Pakistan,"26,858",2.5,112.5,30,70
Asia,Malaysia,Philippines,"21,732",2.5,112.5,13,122
Asia,Malaysia,Republic of Korea,"3,424",2.5,112.5,37,127.5
Asia,Malaysia,Singapore,"79,519",2.5,112.5,1.366667,103.8
Asia,Malaysia,Somalia,967,2.5,112.5,6,48
Asia,Malaysia,Sri Lanka,"6,634",2.5,112.5,7,81
Asia,Malaysia,Thailand,"8,283",2.5,112.5,15,100
Asia,Malaysia,United Kingdom,"9,852",2.5,112.5,54,-4
Asia,Malaysia,Viet Nam,"87,272",2.5,112.5,16.166667,107.833333
Asia,Myanmar,Bangladesh,"1,024",22,98,24,90
Asia,Myanmar,China,"33,656",22,98,35,105
Asia,Myanmar,India,"26,205",22,98,20,77
Asia,Myanmar,Pakistan,"2,975",22,98,30,70
Asia,Philippines,Afghanistan,"1,220",13,122,33,66
Asia,Philippines,Albania,116,13,122,41,20
Asia,Philippines,Algeria,462,13,122,28,3
Asia,Philippines,Angola,76,13,122,-12.5,18.5
Asia,Philippines,Argentina,148,13,122,-34,-64
Asia,Philippines,Armenia,135,13,122,40,45
Asia,Philippines,Aruba,63,13,122,12.5,-69.966667
Asia,Philippines,Australia,"3,993",13,122,-25,135
Asia,Philippines,Austria,503,13,122,47.333333,13.333333
Asia,Philippines,Bahrain,111,13,122,26,50.5
Asia,Philippines,Bangladesh,158,13,122,24,90
Asia,Philippines,Belgium,533,13,122,50.833333,4
Asia,Philippines,Plurinational State of Bolivia,35,13,122,-17,-65
Asia,Philippines,Brazil,162,13,122,-10,-55
Asia,Philippines,Brunei Darussalam,82,13,122,4.5,114.666667
Asia,Philippines,Cambodia,131,13,122,13,105
Asia,Philippines,Cameroon,39,13,122,6,12
Asia,Philippines,Cape Verde,"5,565",13,122,16,-24
Asia,Philippines,Chile,93,13,122,-30,-71
Asia,Philippines,China,"35,952",13,122,35,105
Asia,Philippines,Hong Kong,256,13,122,22.25,114.166667
Asia,Philippines,Colombia,125,13,122,4,-72
Asia,Philippines,Cook Islands,529,13,122,-16.083333,-161.583333
Asia,Philippines,Cote dIvoire,39,13,122,8,-5
Asia,Philippines,Democratic Peoples Republic of Korea ,"5,753",13,122,40,127
Asia,Philippines,The Democratic Republic of the Congo,32,13,122,0,25
Asia,Philippines,Denmark,442,13,122,56,10
Asia,Philippines,Ecuador,459,13,122,-2,-77.5
Asia,Philippines,Egypt,161,13,122,27,30
Asia,Philippines,Finland,112,13,122,64,26
Asia,Philippines,France,"1,204",13,122,46,2
Asia,Philippines,Germany,"3,786",13,122,51.5,10.5
Asia,Philippines,Ghana,34,13,122,8,-2
Asia,Philippines,Greece,153,13,122,39,22
Asia,Philippines,Guam,"1,008",13,122,13.4444444,144.7366667
Asia,Philippines,Guatemala,34,13,122,15.5,-90.25
Asia,Philippines,Hungary,244,13,122,47,20
Asia,Philippines,Iceland,53,13,122,65,-18
Asia,Philippines,India,"10,639",13,122,20,77
Asia,Philippines,Indonesia,"3,304",13,122,-5,120
Asia,Philippines,Islamic Republic of Iran,586,13,122,32,53
Asia,Philippines,Iraq,71,13,122,33,44
Asia,Philippines,Ireland,431,13,122,53,-8
Asia,Philippines,Israel,614,13,122,31.5,34.75
Asia,Philippines,Italy,"1,731",13,122,42.833333,12.833333
Asia,Philippines,Japan,"13,749",13,122,36,138
Asia,Philippines,Jordan,177,13,122,31,36
Asia,Philippines,Kenya,53,13,122,1,38
Asia,Philippines,Kuwait,171,13,122,29.5,47.75
Asia,Philippines,Lao Peoples Democratic Republic,287,13,122,18,105
Asia,Philippines,Lebanon,134,13,122,33.833333,35.833333
Asia,Philippines,Libya,48,13,122,25,17
Asia,Philippines,Malaysia,793,13,122,2.5,112.5
Asia,Philippines,Mexico,145,13,122,23,-102
Asia,Philippines,Myanmar,421,13,122,22,98
Asia,Philippines,Nepal,68,13,122,28,84
Asia,Philippines,Netherlands,483,13,122,52.5,5.75
Asia,Philippines,New Zealand,383,13,122,-42,174
Asia,Philippines,Nigeria,192,13,122,10,8
Asia,Philippines,Norway,653,13,122,62,10
Asia,Philippines,Oman,408,13,122,21,57
Asia,Philippines,Pakistan,499,13,122,30,70
Asia,Philippines,Palau,34,13,122,6,134
Asia,Philippines,Papua New Guinea,60,13,122,-6,147
Asia,Philippines,Peru,111,13,122,-10,-76
Asia,Philippines,Poland,110,13,122,52,20
Asia,Philippines,Portugal,60,13,122,39.5,-8
Asia,Philippines,Puerto Rico,51,13,122,18.2482882,-66.4998941
Asia,Philippines,Qatar,120,13,122,25.5,51.25
Asia,Philippines,Republic of Korea,"6,906",13,122,37,127.5
Asia,Philippines,Romania,35,13,122,46,25
Asia,Philippines,Russian Federation,67,13,122,60,100
Asia,Philippines,Saudi Arabia,733,13,122,25,45
Asia,Philippines,Singapore,820,13,122,1.366667,103.8
Asia,Philippines,South Africa,813,13,122,-30,26
Asia,Philippines,Spain,"1,305",13,122,40,-4
Asia,Philippines,Sri Lanka,172,13,122,7,81
Asia,Philippines,Sudan,62,13,122,16,30
Asia,Philippines,Suriname,125,13,122,4,-56
Asia,Philippines,Sweden,605,13,122,62,15
Asia,Philippines,Switzerland,"1,033",13,122,47,8
Asia,Philippines,Syrian Arab Republic,62,13,122,35,38
Asia,Philippines,Thailand,340,13,122,15,100
Asia,Philippines,Timor-Leste,141,13,122,-8.833333,125.75
Asia,Philippines,Tunisia,568,13,122,34,9
Asia,Philippines,Turkey,879,13,122,39.059012,34.911546
Asia,Philippines,United Arab Emirates,431,13,122,24,54
Asia,Philippines,United Kingdom,"4,282",13,122,54,-4
Asia,Philippines,United States,"35,564",13,122,39.828175,-98.5795
Asia,Philippines,Viet Nam,413,13,122,16.166667,107.833333
Asia,Singapore,Australia,"10,129",1.366667,103.8,-25,135
Asia,Singapore,Bangladesh,"80,747",1.366667,103.8,24,90
Asia,Singapore,Cape Verde,"4,700",1.366667,103.8,16,-24
Asia,Singapore,China,"448,566",1.366667,103.8,35,105
Asia,Singapore,Hong Kong,"61,969",1.366667,103.8,22.25,114.166667
Asia,Singapore,Macao,"22,199",1.366667,103.8,22.157778,113.559722
Asia,Singapore,India,"150,082",1.366667,103.8,20,77
Asia,Singapore,Indonesia,"163,237",1.366667,103.8,-5,120
Asia,Singapore,Malaysia,"1,123,654",1.366667,103.8,2.5,112.5
Asia,Singapore,New Zealand,"3,938",1.366667,103.8,-42,174
Asia,Singapore,Pakistan,"129,253",1.366667,103.8,30,70
Asia,Singapore,Philippines,"15,392",1.366667,103.8,13,122
Asia,Singapore,Sri Lanka,"10,730",1.366667,103.8,7,81
Asia,Singapore,Thailand,"19,269",1.366667,103.8,15,100
Asia,Singapore,United States,"17,161",1.366667,103.8,39.828175,-98.5795
Asia,Thailand,Afghanistan,1,15,100,33,66
Asia,Thailand,Australia,"1,196",15,100,-25,135
Asia,Thailand,Bangladesh,"1,022",15,100,24,90
Asia,Thailand,Cameroon,"805,272",15,100,6,12
Asia,Thailand,Cape Verde,606,15,100,16,-24
